cultivar;quantidade_kg;categorias;ano;sem_definicao
Ancelota;6.513.974;Viníferas;2011;
Aramon;-;Viníferas;2011;
Alfrocheiro;-;Viníferas;2011;
Arinarnoa;2.785.609;Viníferas;2011;
Aspirant Bouschet;15.691.137;Viníferas;2011;
Barbera;437.640;Viníferas;2011;
Bonarda;3.110;Viníferas;2011;
Cabernet Franc;16.626.545;Viníferas;2011;
Cabernet Sauvignon;1.857.999;Viníferas;2011;
Caladoc;108.600;Viníferas;2011;
Campanario;-;Viníferas;2011;
Canaiolo;-;Viníferas;2011;
Carignan;-;Viníferas;2011;
Carmenere;76.625;Viníferas;2011;
Castelão;-;Viníferas;2011;
Corvina;69.910;Viníferas;2011;
Croatina;-;Viníferas;2011;
Cinsaut;-;Viníferas;2011;
Dom Felder;-;Viníferas;2011;
Dolcetto;-;Viníferas;2011;
Durif;-;Viníferas;2011;
Egiodola;6.322.152;Viníferas;2011;
Ekigaina;2.202.348;Viníferas;2011;
Festival (Sugraone);-;Viníferas;2011;
Franconia;-;Viníferas;2011;
Freisa;-;Viníferas;2011;
Gamay St Romain;-;Viníferas;2011;
Gamay Beaujolais;5.375.879;Viníferas;2011;
Grand Noir;-;Viníferas;2011;
Grenache;1.715.870;Viníferas;2011;
Jaen;-;Viníferas;2011;
Lagrein;94.970;Viníferas;2011;
Lambrusco;3.221.972;Viníferas;2011;
Malbec;8.502.206;Viníferas;2011;
Marzemina;-;Viníferas;2011;
Merlot;494.356;Viníferas;2011;
Marselan;154.348;Viníferas;2011;
Molinera;569;Viníferas;2011;
Montepulciano;28.485;Viníferas;2011;
Moscato Bailey;3.541.181;Viníferas;2011;
Napa Gamay;-;Viníferas;2011;
Nebbiolo;254.738;Viníferas;2011;
Petit Verdot;277.189;Viníferas;2011;
Petite Sirah;198.152;Viníferas;2011;
Pinotage;1.281.674;Viníferas;2011;
Pinot Noir;6.184.345;Viníferas;2011;
Pinot Saint George;-;Viníferas;2011;
Piriquita;-;Viníferas;2011;
Rebo;15.912;Viníferas;2011;
Refosco;380;Viníferas;2011;
Rondinella;684.860;Viníferas;2011;
Ruby Cabernet;78.412;Viníferas;2011;
Sangiovese;3.324.793;Viníferas;2011;
Sira (falsa);-;Viníferas;2011;
Tannat;2.634.802;Viníferas;2011;
Tempranillo;968.038;Viníferas;2011;
Teroldego;717.757;Viníferas;2011;
Torrontes;-;Viníferas;2011;
Tinta Barroca;-;Viníferas;2011;
Touriga Francesa;-;Viníferas;2011;
Touriga Nacional;38.910;Viníferas;2011;
Tinta Madeira;-;Viníferas;2011;
Tintoria;-;Viníferas;2011;
Trincdeira;-;Viníferas;2011;
Trousseau;-;Viníferas;2011;
Zinfandel;-;Viníferas;2011;
Outras1;-;Viníferas;2011;
BRANCAS E ROSADAS;71.266.239;Viníferas;2011;
Aliatico;-;Viníferas;2011;
Aligote;-;Viníferas;2011;
Altesse;-;Viníferas;2011;
Alvarinho;242.238;Viníferas;2011;
Arriloba;-;Viníferas;2011;
Auxerrois;-;Viníferas;2011;
Burger;-;Viníferas;2011;
Chardonnay;4.200.465;Viníferas;2011;
Chasselas;-;Viníferas;2011;
Chenin Blanc;49.100;Viníferas;2011;
Clairette(1);-;Viníferas;2011;
Colombard;97.713;Viníferas;2011;
Flora;-;Viníferas;2011;
Garganega;439.160;Viníferas;2011;
Gewurztraminer;3.201.453;Viníferas;2011;
Gouveio;-;Viníferas;2011;
Gros Manseng;-;Viníferas;2011;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2011;
Maccabeo;-;Viníferas;2011;
Malvasia;-;Viníferas;2011;
Malvasia Amarela;3.980;Viníferas;2011;
Malvasia Bianca;1.165.104;Viníferas;2011;
Malvasia Chianti;-;Viníferas;2011;
Malvasia Verde;3.578;Viníferas;2011;
Malvasia di Candia;1.544.223;Viníferas;2011;
Malvasia Istriana;950;Viníferas;2011;
Mistura de uvas viníferas branco;12.278;Viníferas;2011;
Mistura de uvas viníferas rosado;325.922;Viníferas;2011;
Moscato Branco;12.100.995;Viníferas;2011;
Moscato Canelli;109.714;Viníferas;2011;
Moscato Giallo;6.365.205;Viníferas;2011;
Moscato Nazareno;77.912;Viníferas;2011;
Moscato Bianco R2;2.920.047;Viníferas;2011;
Moscato de Alexandria;431.897;Viníferas;2011;
Moscato Rosado;15.030;Viníferas;2011;
Muscat à Petits Grains;895.346;Viníferas;2011;
Muller Thurgau;-;Viníferas;2011;
Muscadelle;-;Viníferas;2011;
Ora;-;Viníferas;2011;
Palomino;-;Viníferas;2011;
Petit Manseng;570;Viníferas;2011;
Peverella;70.925;Viníferas;2011;
Pinot Blanc;-;Viníferas;2011;
Pinot Gris;79.922;Viníferas;2011;
Prosecco;184.218;Viníferas;2011;
Red Veltliner;-;Viníferas;2011;
Riesling Italico;20.399.648;Viníferas;2011;
Riesling Renano;13.385.970;Viníferas;2011;
Sauvignon Blanc(2);728.633;Viníferas;2011;
Sauvignon Gris;-;Viníferas;2011;
Seara Nova;-;Viníferas;2011;
Semillon;4.000;Viníferas;2011;
Schonburger;5.500;Viníferas;2011;
Sylvaner;-;Viníferas;2011;
Tocai Friulano;-;Viníferas;2011;
Trebbiano;67.720;Viníferas;2011;
Trebbiano Toscano;184.310;Viníferas;2011;
Verdea;-;Viníferas;2011;
Verdelho;15.503;Viníferas;2011;
Verdiso;-;Viníferas;2011;
Vermentino;-;Viníferas;2011;
Vernaccia;-;Viníferas;2011;
Viognier;78.305;Viníferas;2011;
Outras(3);-;Viníferas;2011;
Total;164.562.826;Viníferas;2011;
TINTAS;394.224.543;Americanas e híbridas;2011;
Bacarina;-;Americanas e híbridas;2011;
Bailey;4.092.669;Americanas e híbridas;2011;
Bordo;117.655.879;Americanas e híbridas;2011;
Bourdin (S);-;Americanas e híbridas;2011;
BRS Carmen;13.771.662;Americanas e híbridas;2011;
BRS Cora;6.442.555;Americanas e híbridas;2011;
BRS Magna;2.094.359;Americanas e híbridas;2011;
BRS Margot;86.932;Americanas e híbridas;2011;
BRS Morena;-;Americanas e híbridas;2011;
BRS Rúbea;191.970;Americanas e híbridas;2011;
BRS Violeta;15.601.302;Americanas e híbridas;2011;
BRS Vitória;125.731;Americanas e híbridas;2011;
Champagnon (Champanheta);-;Americanas e híbridas;2011;
Coleções;-;Americanas e híbridas;2011;
Concord;367.793;Americanas e híbridas;2011;
Concord clone 30;621.693;Americanas e híbridas;2011;
Couderc;54.081.578;Americanas e híbridas;2011;
Cynthiana(1);7.346.675;Americanas e híbridas;2011;
Herbemont;14.846.723;Americanas e híbridas;2011;
IAC 138022;-;Americanas e híbridas;2011;
Isabel;125.664.882;Americanas e híbridas;2011;
Isabel Precoce;12.814.595;Americanas e híbridas;2011;
Jacquez;17.862.770;Americanas e híbridas;2011;
Kyoko;-;Americanas e híbridas;2011;
Landot;-;Americanas e híbridas;2011;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2011;
Oberlin;-;Americanas e híbridas;2011;
Othello;-;Americanas e híbridas;2011;
Paco;-;Americanas e híbridas;2011;
Patricia;-;Americanas e híbridas;2011;
Seibel;351.956;Americanas e híbridas;2011;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2011;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2011;
Vênus;100.570;Americanas e híbridas;2011;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2011;
Baco;-;Americanas e híbridas;2011;
Bokay;12.830;Americanas e híbridas;2011;
BRS Clara;-;Americanas e híbridas;2011;
BRS Lorena;23.133.629;Americanas e híbridas;2011;
Couderc 13;33.620.117;Americanas e híbridas;2011;
Delaware;-;Americanas e híbridas;2011;
Dona Zillá;10.610;Americanas e híbridas;2011;
Dut Chess;-;Americanas e híbridas;2011;
Goethe;104.596.918;Americanas e híbridas;2011;
IAC;-;Americanas e híbridas;2011;
Juliana;-;Americanas e híbridas;2011;
Martha;113.040;Americanas e híbridas;2011;
Mistura de uvas americanas;1.856;Americanas e híbridas;2011;
Moscato Embrapa;5.747.131;Americanas e híbridas;2011;
Niagara;-;Americanas e híbridas;2011;
Niagara Branca;5.574.368;Americanas e híbridas;2011;
Niagara Rosada;2.170.241;Americanas e híbridas;2011;
Poloske;402.953;Americanas e híbridas;2011;
Seleções;-;Americanas e híbridas;2011;
Seyve Villard;-;Americanas e híbridas;2011;
Seyve Villard 5276;97.368;Americanas e híbridas;2011;
Seyve Villard 12375;61.942;Americanas e híbridas;2011;
Tardia de Caxias;33.870;Americanas e híbridas;2011;
Outras(2);-;Americanas e híbridas;2011;
Total;569.801.416;Americanas e híbridas;2011;
TINTAS;21.732;Uvas de mesa;2011;
Alphonse Lavallee;-;Uvas de mesa;2011;
Moscato de Hamburgo;21.732;Uvas de mesa;2011;
BRANCAS;52.760;Uvas de mesa;2011;
Cardinal;-;Uvas de mesa;2011;
Golden Queen;-;Uvas de mesa;2011;
Patrícia;-;Uvas de mesa;2011;
Perlona;1.710;Uvas de mesa;2011;
Italia;-;Uvas de mesa;2011;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2011;
Total;74.492;Uvas de mesa;2011;
;-;Sem classificação;2011;Sem classificação
;0;Sem classificação;2011;Total
TINTAS;93.296.587;Viníferas;2012;
Alicante Bouschet;811.140;Viníferas;2012;
Ancelota;6.513.974;Viníferas;2012;
Aramon;-;Viníferas;2012;
Alfrocheiro;-;Viníferas;2012;
Arinarnoa;2.785.609;Viníferas;2012;
Aspirant Bouschet;15.691.137;Viníferas;2012;
Barbera;437.640;Viníferas;2012;
Bonarda;3.110;Viníferas;2012;
Cabernet Franc;16.626.545;Viníferas;2012;
Cabernet Sauvignon;1.857.999;Viníferas;2012;
Caladoc;108.600;Viníferas;2012;
Campanario;-;Viníferas;2012;
Canaiolo;-;Viníferas;2012;
Carignan;-;Viníferas;2012;
Carmenere;76.625;Viníferas;2012;
Castelão;-;Viníferas;2012;
Corvina;69.910;Viníferas;2012;
Croatina;-;Viníferas;2012;
Cinsaut;-;Viníferas;2012;
Dom Felder;-;Viníferas;2012;
Dolcetto;-;Viníferas;2012;
Durif;-;Viníferas;2012;
Egiodola;6.322.152;Viníferas;2012;
Ekigaina;2.202.348;Viníferas;2012;
Festival (Sugraone);-;Viníferas;2012;
Franconia;-;Viníferas;2012;
Freisa;-;Viníferas;2012;
Gamay St Romain;-;Viníferas;2012;
Gamay Beaujolais;5.375.879;Viníferas;2012;
Grand Noir;-;Viníferas;2012;
Grenache;1.715.870;Viníferas;2012;
Jaen;-;Viníferas;2012;
Lagrein;94.970;Viníferas;2012;
Lambrusco;3.221.972;Viníferas;2012;
Malbec;8.502.206;Viníferas;2012;
Marzemina;-;Viníferas;2012;
Merlot;494.356;Viníferas;2012;
Marselan;154.348;Viníferas;2012;
Molinera;569;Viníferas;2012;
Montepulciano;28.485;Viníferas;2012;
Moscato Bailey;3.541.181;Viníferas;2012;
Napa Gamay;-;Viníferas;2012;
Nebbiolo;254.738;Viníferas;2012;
Petit Verdot;277.189;Viníferas;2012;
Petite Sirah;198.152;Viníferas;2012;
Pinotage;1.281.674;Viníferas;2012;
Pinot Noir;6.184.345;Viníferas;2012;
Pinot Saint George;-;Viníferas;2012;
Piriquita;-;Viníferas;2012;
Rebo;15.912;Viníferas;2012;
Refosco;380;Viníferas;2012;
Rondinella;684.860;Viníferas;2012;
Ruby Cabernet;78.412;Viníferas;2012;
Sangiovese;3.324.793;Viníferas;2012;
Sira (falsa);-;Viníferas;2012;
Tannat;2.634.802;Viníferas;2012;
Tempranillo;968.038;Viníferas;2012;
Teroldego;717.757;Viníferas;2012;
Torrontes;-;Viníferas;2012;
Tinta Barroca;-;Viníferas;2012;
Touriga Francesa;-;Viníferas;2012;
Touriga Nacional;38.910;Viníferas;2012;
Tinta Madeira;-;Viníferas;2012;
Tintoria;-;Viníferas;2012;
Trincdeira;-;Viníferas;2012;
Trousseau;-;Viníferas;2012;
Zinfandel;-;Viníferas;2012;
Outras1;-;Viníferas;2012;
BRANCAS E ROSADAS;71.266.239;Viníferas;2012;
Aliatico;-;Viníferas;2012;
Aligote;-;Viníferas;2012;
Altesse;-;Viníferas;2012;
Alvarinho;242.238;Viníferas;2012;
Arriloba;-;Viníferas;2012;
Auxerrois;-;Viníferas;2012;
Burger;-;Viníferas;2012;
Chardonnay;4.200.465;Viníferas;2012;
Chasselas;-;Viníferas;2012;
Chenin Blanc;49.100;Viníferas;2012;
Clairette(1);-;Viníferas;2012;
Colombard;97.713;Viníferas;2012;
Flora;-;Viníferas;2012;
Garganega;439.160;Viníferas;2012;
Gewurztraminer;3.201.453;Viníferas;2012;
Gouveio;-;Viníferas;2012;
Gros Manseng;-;Viníferas;2012;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2012;
Maccabeo;-;Viníferas;2012;
Malvasia;-;Viníferas;2012;
Malvasia Amarela;3.980;Viníferas;2012;
Malvasia Bianca;1.165.104;Viníferas;2012;
Malvasia Chianti;-;Viníferas;2012;
Malvasia Verde;3.578;Viníferas;2012;
Malvasia di Candia;1.544.223;Viníferas;2012;
Malvasia Istriana;950;Viníferas;2012;
Mistura de uvas viníferas branco;12.278;Viníferas;2012;
Mistura de uvas viníferas rosado;325.922;Viníferas;2012;
Moscato Branco;12.100.995;Viníferas;2012;
Moscato Canelli;109.714;Viníferas;2012;
Moscato Giallo;6.365.205;Viníferas;2012;
Moscato Nazareno;77.912;Viníferas;2012;
Moscato Bianco R2;2.920.047;Viníferas;2012;
Moscato de Alexandria;431.897;Viníferas;2012;
Moscato Rosado;15.030;Viníferas;2012;
Muscat à Petits Grains;895.346;Viníferas;2012;
Muller Thurgau;-;Viníferas;2012;
Muscadelle;-;Viníferas;2012;
Ora;-;Viníferas;2012;
Palomino;-;Viníferas;2012;
Petit Manseng;570;Viníferas;2012;
Peverella;70.925;Viníferas;2012;
Pinot Blanc;-;Viníferas;2012;
Pinot Gris;79.922;Viníferas;2012;
Prosecco;184.218;Viníferas;2012;
Red Veltliner;-;Viníferas;2012;
Riesling Italico;20.399.648;Viníferas;2012;
Riesling Renano;13.385.970;Viníferas;2012;
Sauvignon Blanc(2);728.633;Viníferas;2012;
Sauvignon Gris;-;Viníferas;2012;
Seara Nova;-;Viníferas;2012;
Semillon;4.000;Viníferas;2012;
Schonburger;5.500;Viníferas;2012;
Sylvaner;-;Viníferas;2012;
Tocai Friulano;-;Viníferas;2012;
Trebbiano;67.720;Viníferas;2012;
Trebbiano Toscano;184.310;Viníferas;2012;
Verdea;-;Viníferas;2012;
Verdelho;15.503;Viníferas;2012;
Verdiso;-;Viníferas;2012;
Vermentino;-;Viníferas;2012;
Vernaccia;-;Viníferas;2012;
Viognier;78.305;Viníferas;2012;
Outras(3);-;Viníferas;2012;
Total;164.562.826;Viníferas;2012;
TINTAS;394.224.543;Americanas e híbridas;2012;
Bacarina;-;Americanas e híbridas;2012;
Bailey;4.092.669;Americanas e híbridas;2012;
Bordo;117.655.879;Americanas e híbridas;2012;
Bourdin (S);-;Americanas e híbridas;2012;
BRS Carmen;13.771.662;Americanas e híbridas;2012;
BRS Cora;6.442.555;Americanas e híbridas;2012;
BRS Magna;2.094.359;Americanas e híbridas;2012;
BRS Margot;86.932;Americanas e híbridas;2012;
BRS Morena;-;Americanas e híbridas;2012;
BRS Rúbea;191.970;Americanas e híbridas;2012;
BRS Violeta;15.601.302;Americanas e híbridas;2012;
BRS Vitória;125.731;Americanas e híbridas;2012;
Champagnon (Champanheta);-;Americanas e híbridas;2012;
Coleções;-;Americanas e híbridas;2012;
Concord;367.793;Americanas e híbridas;2012;
Concord clone 30;621.693;Americanas e híbridas;2012;
Couderc;54.081.578;Americanas e híbridas;2012;
Cynthiana(1);7.346.675;Americanas e híbridas;2012;
Herbemont;14.846.723;Americanas e híbridas;2012;
IAC 138022;-;Americanas e híbridas;2012;
Isabel;125.664.882;Americanas e híbridas;2012;
Isabel Precoce;12.814.595;Americanas e híbridas;2012;
Jacquez;17.862.770;Americanas e híbridas;2012;
Kyoko;-;Americanas e híbridas;2012;
Landot;-;Americanas e híbridas;2012;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2012;
Oberlin;-;Americanas e híbridas;2012;
Othello;-;Americanas e híbridas;2012;
Paco;-;Americanas e híbridas;2012;
Patricia;-;Americanas e híbridas;2012;
Seibel;351.956;Americanas e híbridas;2012;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2012;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2012;
Vênus;100.570;Americanas e híbridas;2012;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2012;
Baco;-;Americanas e híbridas;2012;
Bokay;12.830;Americanas e híbridas;2012;
BRS Clara;-;Americanas e híbridas;2012;
BRS Lorena;23.133.629;Americanas e híbridas;2012;
Couderc 13;33.620.117;Americanas e híbridas;2012;
Delaware;-;Americanas e híbridas;2012;
Dona Zillá;10.610;Americanas e híbridas;2012;
Dut Chess;-;Americanas e híbridas;2012;
Goethe;104.596.918;Americanas e híbridas;2012;
IAC;-;Americanas e híbridas;2012;
Juliana;-;Americanas e híbridas;2012;
Martha;113.040;Americanas e híbridas;2012;
Mistura de uvas americanas;1.856;Americanas e híbridas;2012;
Moscato Embrapa;5.747.131;Americanas e híbridas;2012;
Niagara;-;Americanas e híbridas;2012;
Niagara Branca;5.574.368;Americanas e híbridas;2012;
Niagara Rosada;2.170.241;Americanas e híbridas;2012;
Poloske;402.953;Americanas e híbridas;2012;
Seleções;-;Americanas e híbridas;2012;
Seyve Villard;-;Americanas e híbridas;2012;
Seyve Villard 5276;97.368;Americanas e híbridas;2012;
Seyve Villard 12375;61.942;Americanas e híbridas;2012;
Tardia de Caxias;33.870;Americanas e híbridas;2012;
Outras(2);-;Americanas e híbridas;2012;
Total;569.801.416;Americanas e híbridas;2012;
TINTAS;21.732;Uvas de mesa;2012;
Alphonse Lavallee;-;Uvas de mesa;2012;
Moscato de Hamburgo;21.732;Uvas de mesa;2012;
BRANCAS;52.760;Uvas de mesa;2012;
Cardinal;-;Uvas de mesa;2012;
Golden Queen;-;Uvas de mesa;2012;
Patrícia;-;Uvas de mesa;2012;
Perlona;1.710;Uvas de mesa;2012;
Italia;-;Uvas de mesa;2012;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2012;
Total;74.492;Uvas de mesa;2012;
;-;Sem classificação;2012;Sem classificação
;0;Sem classificação;2012;Total
TINTAS;93.296.587;Viníferas;2013;
Alicante Bouschet;811.140;Viníferas;2013;
Ancelota;6.513.974;Viníferas;2013;
Aramon;-;Viníferas;2013;
Alfrocheiro;-;Viníferas;2013;
Arinarnoa;2.785.609;Viníferas;2013;
Aspirant Bouschet;15.691.137;Viníferas;2013;
Barbera;437.640;Viníferas;2013;
Bonarda;3.110;Viníferas;2013;
Cabernet Franc;16.626.545;Viníferas;2013;
Cabernet Sauvignon;1.857.999;Viníferas;2013;
Caladoc;108.600;Viníferas;2013;
Campanario;-;Viníferas;2013;
Canaiolo;-;Viníferas;2013;
Carignan;-;Viníferas;2013;
Carmenere;76.625;Viníferas;2013;
Castelão;-;Viníferas;2013;
Corvina;69.910;Viníferas;2013;
Croatina;-;Viníferas;2013;
Cinsaut;-;Viníferas;2013;
Dom Felder;-;Viníferas;2013;
Dolcetto;-;Viníferas;2013;
Durif;-;Viníferas;2013;
Egiodola;6.322.152;Viníferas;2013;
Ekigaina;2.202.348;Viníferas;2013;
Festival (Sugraone);-;Viníferas;2013;
Franconia;-;Viníferas;2013;
Freisa;-;Viníferas;2013;
Gamay St Romain;-;Viníferas;2013;
Gamay Beaujolais;5.375.879;Viníferas;2013;
Grand Noir;-;Viníferas;2013;
Grenache;1.715.870;Viníferas;2013;
Jaen;-;Viníferas;2013;
Lagrein;94.970;Viníferas;2013;
Lambrusco;3.221.972;Viníferas;2013;
Malbec;8.502.206;Viníferas;2013;
Marzemina;-;Viníferas;2013;
Merlot;494.356;Viníferas;2013;
Marselan;154.348;Viníferas;2013;
Molinera;569;Viníferas;2013;
Montepulciano;28.485;Viníferas;2013;
Moscato Bailey;3.541.181;Viníferas;2013;
Napa Gamay;-;Viníferas;2013;
Nebbiolo;254.738;Viníferas;2013;
Petit Verdot;277.189;Viníferas;2013;
Petite Sirah;198.152;Viníferas;2013;
Pinotage;1.281.674;Viníferas;2013;
Pinot Noir;6.184.345;Viníferas;2013;
Pinot Saint George;-;Viníferas;2013;
Piriquita;-;Viníferas;2013;
Rebo;15.912;Viníferas;2013;
Refosco;380;Viníferas;2013;
Rondinella;684.860;Viníferas;2013;
Ruby Cabernet;78.412;Viníferas;2013;
Sangiovese;3.324.793;Viníferas;2013;
Sira (falsa);-;Viníferas;2013;
Tannat;2.634.802;Viníferas;2013;
Tempranillo;968.038;Viníferas;2013;
Teroldego;717.757;Viníferas;2013;
Torrontes;-;Viníferas;2013;
Tinta Barroca;-;Viníferas;2013;
Touriga Francesa;-;Viníferas;2013;
Touriga Nacional;38.910;Viníferas;2013;
Tinta Madeira;-;Viníferas;2013;
Tintoria;-;Viníferas;2013;
Trincdeira;-;Viníferas;2013;
Trousseau;-;Viníferas;2013;
Zinfandel;-;Viníferas;2013;
Outras1;-;Viníferas;2013;
BRANCAS E ROSADAS;71.266.239;Viníferas;2013;
Aliatico;-;Viníferas;2013;
Aligote;-;Viníferas;2013;
Altesse;-;Viníferas;2013;
Alvarinho;242.238;Viníferas;2013;
Arriloba;-;Viníferas;2013;
Auxerrois;-;Viníferas;2013;
Burger;-;Viníferas;2013;
Chardonnay;4.200.465;Viníferas;2013;
Chasselas;-;Viníferas;2013;
Chenin Blanc;49.100;Viníferas;2013;
Clairette(1);-;Viníferas;2013;
Colombard;97.713;Viníferas;2013;
Flora;-;Viníferas;2013;
Garganega;439.160;Viníferas;2013;
Gewurztraminer;3.201.453;Viníferas;2013;
Gouveio;-;Viníferas;2013;
Gros Manseng;-;Viníferas;2013;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2013;
Maccabeo;-;Viníferas;2013;
Malvasia;-;Viníferas;2013;
Malvasia Amarela;3.980;Viníferas;2013;
Malvasia Bianca;1.165.104;Viníferas;2013;
Malvasia Chianti;-;Viníferas;2013;
Malvasia Verde;3.578;Viníferas;2013;
Malvasia di Candia;1.544.223;Viníferas;2013;
Malvasia Istriana;950;Viníferas;2013;
Mistura de uvas viníferas branco;12.278;Viníferas;2013;
Mistura de uvas viníferas rosado;325.922;Viníferas;2013;
Moscato Branco;12.100.995;Viníferas;2013;
Moscato Canelli;109.714;Viníferas;2013;
Moscato Giallo;6.365.205;Viníferas;2013;
Moscato Nazareno;77.912;Viníferas;2013;
Moscato Bianco R2;2.920.047;Viníferas;2013;
Moscato de Alexandria;431.897;Viníferas;2013;
Moscato Rosado;15.030;Viníferas;2013;
Muscat à Petits Grains;895.346;Viníferas;2013;
Muller Thurgau;-;Viníferas;2013;
Muscadelle;-;Viníferas;2013;
Ora;-;Viníferas;2013;
Palomino;-;Viníferas;2013;
Petit Manseng;570;Viníferas;2013;
Peverella;70.925;Viníferas;2013;
Pinot Blanc;-;Viníferas;2013;
Pinot Gris;79.922;Viníferas;2013;
Prosecco;184.218;Viníferas;2013;
Red Veltliner;-;Viníferas;2013;
Riesling Italico;20.399.648;Viníferas;2013;
Riesling Renano;13.385.970;Viníferas;2013;
Sauvignon Blanc(2);728.633;Viníferas;2013;
Sauvignon Gris;-;Viníferas;2013;
Seara Nova;-;Viníferas;2013;
Semillon;4.000;Viníferas;2013;
Schonburger;5.500;Viníferas;2013;
Sylvaner;-;Viníferas;2013;
Tocai Friulano;-;Viníferas;2013;
Trebbiano;67.720;Viníferas;2013;
Trebbiano Toscano;184.310;Viníferas;2013;
Verdea;-;Viníferas;2013;
Verdelho;15.503;Viníferas;2013;
Verdiso;-;Viníferas;2013;
Vermentino;-;Viníferas;2013;
Vernaccia;-;Viníferas;2013;
Viognier;78.305;Viníferas;2013;
Outras(3);-;Viníferas;2013;
Total;164.562.826;Viníferas;2013;
TINTAS;394.224.543;Americanas e híbridas;2013;
Bacarina;-;Americanas e híbridas;2013;
Bailey;4.092.669;Americanas e híbridas;2013;
Bordo;117.655.879;Americanas e híbridas;2013;
Bourdin (S);-;Americanas e híbridas;2013;
BRS Carmen;13.771.662;Americanas e híbridas;2013;
BRS Cora;6.442.555;Americanas e híbridas;2013;
BRS Magna;2.094.359;Americanas e híbridas;2013;
BRS Margot;86.932;Americanas e híbridas;2013;
BRS Morena;-;Americanas e híbridas;2013;
BRS Rúbea;191.970;Americanas e híbridas;2013;
BRS Violeta;15.601.302;Americanas e híbridas;2013;
BRS Vitória;125.731;Americanas e híbridas;2013;
Champagnon (Champanheta);-;Americanas e híbridas;2013;
Coleções;-;Americanas e híbridas;2013;
Concord;367.793;Americanas e híbridas;2013;
Concord clone 30;621.693;Americanas e híbridas;2013;
Couderc;54.081.578;Americanas e híbridas;2013;
Cynthiana(1);7.346.675;Americanas e híbridas;2013;
Herbemont;14.846.723;Americanas e híbridas;2013;
IAC 138022;-;Americanas e híbridas;2013;
Isabel;125.664.882;Americanas e híbridas;2013;
Isabel Precoce;12.814.595;Americanas e híbridas;2013;
Jacquez;17.862.770;Americanas e híbridas;2013;
Kyoko;-;Americanas e híbridas;2013;
Landot;-;Americanas e híbridas;2013;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2013;
Oberlin;-;Americanas e híbridas;2013;
Othello;-;Americanas e híbridas;2013;
Paco;-;Americanas e híbridas;2013;
Patricia;-;Americanas e híbridas;2013;
Seibel;351.956;Americanas e híbridas;2013;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2013;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2013;
Vênus;100.570;Americanas e híbridas;2013;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2013;
Baco;-;Americanas e híbridas;2013;
Bokay;12.830;Americanas e híbridas;2013;
BRS Clara;-;Americanas e híbridas;2013;
BRS Lorena;23.133.629;Americanas e híbridas;2013;
Couderc 13;33.620.117;Americanas e híbridas;2013;
Delaware;-;Americanas e híbridas;2013;
Dona Zillá;10.610;Americanas e híbridas;2013;
Dut Chess;-;Americanas e híbridas;2013;
Goethe;104.596.918;Americanas e híbridas;2013;
IAC;-;Americanas e híbridas;2013;
Juliana;-;Americanas e híbridas;2013;
Martha;113.040;Americanas e híbridas;2013;
Mistura de uvas americanas;1.856;Americanas e híbridas;2013;
Moscato Embrapa;5.747.131;Americanas e híbridas;2013;
Niagara;-;Americanas e híbridas;2013;
Niagara Branca;5.574.368;Americanas e híbridas;2013;
Niagara Rosada;2.170.241;Americanas e híbridas;2013;
Poloske;402.953;Americanas e híbridas;2013;
Seleções;-;Americanas e híbridas;2013;
Seyve Villard;-;Americanas e híbridas;2013;
Seyve Villard 5276;97.368;Americanas e híbridas;2013;
Seyve Villard 12375;61.942;Americanas e híbridas;2013;
Tardia de Caxias;33.870;Americanas e híbridas;2013;
Outras(2);-;Americanas e híbridas;2013;
Total;569.801.416;Americanas e híbridas;2013;
TINTAS;21.732;Uvas de mesa;2013;
Alphonse Lavallee;-;Uvas de mesa;2013;
Moscato de Hamburgo;21.732;Uvas de mesa;2013;
BRANCAS;52.760;Uvas de mesa;2013;
Cardinal;-;Uvas de mesa;2013;
Golden Queen;-;Uvas de mesa;2013;
Patrícia;-;Uvas de mesa;2013;
Perlona;1.710;Uvas de mesa;2013;
Italia;-;Uvas de mesa;2013;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2013;
Total;74.492;Uvas de mesa;2013;
;-;Sem classificação;2013;Sem classificação
;0;Sem classificação;2013;Total
TINTAS;93.296.587;Viníferas;2014;
Alicante Bouschet;811.140;Viníferas;2014;
Ancelota;6.513.974;Viníferas;2014;
Aramon;-;Viníferas;2014;
