paises;quantidade_kg;valor;categorias;ano
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2008
Alemanha;92.600;438.595;Vinhos de mesa;2008
Argélia;-;-;Vinhos de mesa;2008
Arábia Saudita;-;-;Vinhos de mesa;2008
Argentina;27.980.574;87.519.642;Vinhos de mesa;2008
Armênia;2.385;13.668;Vinhos de mesa;2008
Austrália;579.279;1.590.059;Vinhos de mesa;2008
Áustria;7.403;53.974;Vinhos de mesa;2008
Bermudas;1;4;Vinhos de mesa;2008
Bélgica;-;-;Vinhos de mesa;2008
Bolívia;-;-;Vinhos de mesa;2008
Bósnia-Herzegovina;-;-;Vinhos de mesa;2008
Brasil;1;5;Vinhos de mesa;2008
Bulgária;29.929;43.221;Vinhos de mesa;2008
Canada;884;11.607;Vinhos de mesa;2008
Chile;68.881.232;184.335.335;Vinhos de mesa;2008
China;-;-;Vinhos de mesa;2008
Coreia do Sul, República;-;-;Vinhos de mesa;2008
Croácia;887;35.563;Vinhos de mesa;2008
Emirados Árabes Unidos;-;-;Vinhos de mesa;2008
Eslovênia;31.509;127.726;Vinhos de mesa;2008
Eslováquia;-;-;Vinhos de mesa;2008
Espanha;6.487.047;17.187.749;Vinhos de mesa;2008
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2008
França;4.911.903;25.955.232;Vinhos de mesa;2008
Geórgia;12.506;26.983;Vinhos de mesa;2008
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2008
Grécia;45.440;148.515;Vinhos de mesa;2008
Hong Kong;-;-;Vinhos de mesa;2008
Hungria;29.260;160.168;Vinhos de mesa;2008
Indonesia;-;-;Vinhos de mesa;2008
Irlanda;-;-;Vinhos de mesa;2008
Israel;19.589;82.489;Vinhos de mesa;2008
Itália;9.622.119;33.330.465;Vinhos de mesa;2008
Japão;-;-;Vinhos de mesa;2008
Iugoslavia;-;-;Vinhos de mesa;2008
Líbano;30.149;182.548;Vinhos de mesa;2008
Luxemburgo;-;-;Vinhos de mesa;2008
Macedônia;-;-;Vinhos de mesa;2008
Marrocos;13.932;46.497;Vinhos de mesa;2008
México;-;-;Vinhos de mesa;2008
Moldávia;38.336;70.282;Vinhos de mesa;2008
Montenegro;-;-;Vinhos de mesa;2008
Noruega;-;-;Vinhos de mesa;2008
Nova Zelândia;52.265;403.597;Vinhos de mesa;2008
Paises Baixos (Holanda);-;-;Vinhos de mesa;2008
Panamá;-;-;Vinhos de mesa;2008
Peru;17.861;84.084;Vinhos de mesa;2008
Porto Rico;-;-;Vinhos de mesa;2008
Portugal;24.108.787;64.795.326;Vinhos de mesa;2008
Reino Unido;1.655;19.595;Vinhos de mesa;2008
Republica Dominicana;-;-;Vinhos de mesa;2008
Romênia;47.715;99.616;Vinhos de mesa;2008
Rússia;-;-;Vinhos de mesa;2008
San Marino;-;-;Vinhos de mesa;2008
Sérvia;-;-;Vinhos de mesa;2008
Síria;1.094;5.187;Vinhos de mesa;2008
Suíça;-;-;Vinhos de mesa;2008
Tcheca, República;4.950;12.044;Vinhos de mesa;2008
Tunísia;-;-;Vinhos de mesa;2008
Turquia;22.087;38.817;Vinhos de mesa;2008
Ucrânia;-;-;Vinhos de mesa;2008
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2008
Não consta na tabela;-;-;Vinhos de mesa;2008
Não declarados;-;-;Vinhos de mesa;2008
Outros;-;-;Vinhos de mesa;2008
Total;147.600.655;431.979.112;Vinhos de mesa;2008
Africa do Sul;9.882;64.582;Espumantes;2008
Alemanha;12.447;26.877;Espumantes;2008
Argentina;1.333.420;4.123.623;Espumantes;2008
Austrália;-;-;Espumantes;2008
Austria;-;-;Espumantes;2008
Bermudas;5;67;Espumantes;2008
Bahamas;-;-;Espumantes;2008
Bélgica;-;-;Espumantes;2008
Brasil;-;-;Espumantes;2008
Bulgaria;976;1.535;Espumantes;2008
Canada;54;1.017;Espumantes;2008
Chile;342.625;959.421;Espumantes;2008
Croácia;-;-;Espumantes;2008
Cuba;-;-;Espumantes;2008
Emirados Arabes Unidos;-;-;Espumantes;2008
Eslovênia;803;2.982;Espumantes;2008
Espanha;2.236.061;5.668.798;Espumantes;2008
Estados Unidos;181;2.053;Espumantes;2008
França;1.268.840;13.164.535;Espumantes;2008
Geórgia;915;2.325;Espumantes;2008
Grecia;92;366;Espumantes;2008
Hong Kong;-;-;Espumantes;2008
Hungria;2.090;3.828;Espumantes;2008
Indonesia;-;-;Espumantes;2008
Irlanda;-;-;Espumantes;2008
Israel;-;-;Espumantes;2008
Itália;1.169.909;3.356.633;Espumantes;2008
Luxemburgo;-;-;Espumantes;2008
Mexico;-;-;Espumantes;2008
Moldávia;2.892;3.713;Espumantes;2008
Nova Zelândia;270;3.114;Espumantes;2008
Paises Baixos;-;-;Espumantes;2008
Panama;-;-;Espumantes;2008
Peru;-;-;Espumantes;2008
Portugal;103.443;391.952;Espumantes;2008
Reino Unido;-;-;Espumantes;2008
Romenia;1.914;5.007;Espumantes;2008
Suíça;-;-;Espumantes;2008
Tunisia;-;-;Espumantes;2008
Ucrânia;1.330;1.616;Espumantes;2008
Uruguai;1.206;5.579;Espumantes;2008
Não consta na tabela;-;-;Espumantes;2008
Não declarados;-;-;Espumantes;2008
Outros;-;-;Espumantes;2008
Total;6.489.355;27.789.623;Espumantes;2008
Argélia;-;-;Uvas frescas;2008
Argentina;771.187;1.053.519;Uvas frescas;2008
Brasil;-;-;Uvas frescas;2008
Chile;6.536.258;9.640.996;Uvas frescas;2008
Colômbia;-;-;Uvas frescas;2008
Egito;27.760;53.709;Uvas frescas;2008
Espanha;-;-;Uvas frescas;2008
Estados Unidos;-;-;Uvas frescas;2008
Grécia;-;-;Uvas frescas;2008
Itália;-;-;Uvas frescas;2008
México;414.622;902.301;Uvas frescas;2008
Peru;-;-;Uvas frescas;2008
Paraguai;-;-;Uvas frescas;2008
Portugal;-;-;Uvas frescas;2008
Panamá;-;-;Uvas frescas;2008
Reino Unido;-;-;Uvas frescas;2008
Uruguai;-;-;Uvas frescas;2008
Venezuela;-;-;Uvas frescas;2008
Não consta na tabela;-;-;Uvas frescas;2008
Outros;-;-;Uvas frescas;2008
Total;7.749.827;11.650.525;Uvas frescas;2008
Afeganistão;-;-;Uvas passas;2008
África do Sul;657.826;1.266.633;Uvas passas;2008
Alemanha, República Democrática;-;-;Uvas passas;2008
Arábia Saudita;-;-;Uvas passas;2008
Argentina;20.829.418;35.659.325;Uvas passas;2008
Austrália;-;-;Uvas passas;2008
Bélgica;-;-;Uvas passas;2008
Chile;3.584.100;5.524.707;Uvas passas;2008
China;-;-;Uvas passas;2008
China Continental;-;-;Uvas passas;2008
Cingapura;-;-;Uvas passas;2008
Costa Rica;49.000;95.550;Uvas passas;2008
Emirados;-;-;Uvas passas;2008
Espanha;-;-;Uvas passas;2008
Estados Unidos;115.517;380.380;Uvas passas;2008
França;-;-;Uvas passas;2008
Grécia;-;-;Uvas passas;2008
Guiana Britânica;-;-;Uvas passas;2008
Índia;2.767.840;2.568.914;Uvas passas;2008
Irã;403.000;948.438;Uvas passas;2008
Itália;-;-;Uvas passas;2008
Japão;-;-;Uvas passas;2008
México;-;-;Uvas passas;2008
Países Baixos;-;-;Uvas passas;2008
Paraguai;-;-;Uvas passas;2008
Peru;-;-;Uvas passas;2008
Portugal;-;-;Uvas passas;2008
Reino Unido;-;-;Uvas passas;2008
Suécia;-;-;Uvas passas;2008
Turquia;1.477.000;2.602.207;Uvas passas;2008
Uruguai;-;-;Uvas passas;2008
Uzbequistão;132.000;165.492;Uvas passas;2008
Venezuela;-;-;Uvas passas;2008
Não consta na tabela;-;-;Uvas passas;2008
Outros;-;-;Uvas passas;2008
Total;30.015.701;49.211.646;Uvas passas;2008
Africa do Sul;-;-;Suco de uva;2008
Alemanha;-;-;Suco de uva;2008
Argentina;-;-;Suco de uva;2008
Austria;-;-;Suco de uva;2008
Canadá;-;-;Suco de uva;2008
Coreia do Sul, República;-;-;Suco de uva;2008
Coreia do Norte, República;-;-;Suco de uva;2008
Chile;-;-;Suco de uva;2008
China;-;-;Suco de uva;2008
Dinamarca;-;-;Suco de uva;2008
Espanha;-;-;Suco de uva;2008
Estados Unidos;29.414;16.781;Suco de uva;2008
França;-;-;Suco de uva;2008
Guiana;-;-;Suco de uva;2008
Israel;-;-;Suco de uva;2008
itália;-;-;Suco de uva;2008
Japão;-;-;Suco de uva;2008
Líbano;-;-;Suco de uva;2008
México;-;-;Suco de uva;2008
Países Baixos;-;-;Suco de uva;2008
Panamá;-;-;Suco de uva;2008
Peru;-;-;Suco de uva;2008
Portugal;-;-;Suco de uva;2008
Reino Unido;-;-;Suco de uva;2008
Taiwan;-;-;Suco de uva;2008
Turquia;-;-;Suco de uva;2008
Uruguai;-;-;Suco de uva;2008
Venezuela;-;-;Suco de uva;2008
Outros;-;-;Suco de uva;2008
Total;29.414;16.781;Suco de uva;2008
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2009
Alemanha;92.600;438.595;Vinhos de mesa;2009
Argélia;-;-;Vinhos de mesa;2009
Arábia Saudita;-;-;Vinhos de mesa;2009
Argentina;27.980.574;87.519.642;Vinhos de mesa;2009
Armênia;2.385;13.668;Vinhos de mesa;2009
Austrália;579.279;1.590.059;Vinhos de mesa;2009
Áustria;7.403;53.974;Vinhos de mesa;2009
Bermudas;1;4;Vinhos de mesa;2009
Bélgica;-;-;Vinhos de mesa;2009
Bolívia;-;-;Vinhos de mesa;2009
Bósnia-Herzegovina;-;-;Vinhos de mesa;2009
Brasil;1;5;Vinhos de mesa;2009
Bulgária;29.929;43.221;Vinhos de mesa;2009
Canada;884;11.607;Vinhos de mesa;2009
Chile;68.881.232;184.335.335;Vinhos de mesa;2009
China;-;-;Vinhos de mesa;2009
Coreia do Sul, República;-;-;Vinhos de mesa;2009
Croácia;887;35.563;Vinhos de mesa;2009
Emirados Árabes Unidos;-;-;Vinhos de mesa;2009
Eslovênia;31.509;127.726;Vinhos de mesa;2009
Eslováquia;-;-;Vinhos de mesa;2009
Espanha;6.487.047;17.187.749;Vinhos de mesa;2009
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2009
França;4.911.903;25.955.232;Vinhos de mesa;2009
Geórgia;12.506;26.983;Vinhos de mesa;2009
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2009
Grécia;45.440;148.515;Vinhos de mesa;2009
Hong Kong;-;-;Vinhos de mesa;2009
Hungria;29.260;160.168;Vinhos de mesa;2009
Indonesia;-;-;Vinhos de mesa;2009
Irlanda;-;-;Vinhos de mesa;2009
Israel;19.589;82.489;Vinhos de mesa;2009
Itália;9.622.119;33.330.465;Vinhos de mesa;2009
Japão;-;-;Vinhos de mesa;2009
Iugoslavia;-;-;Vinhos de mesa;2009
Líbano;30.149;182.548;Vinhos de mesa;2009
Luxemburgo;-;-;Vinhos de mesa;2009
Macedônia;-;-;Vinhos de mesa;2009
Marrocos;13.932;46.497;Vinhos de mesa;2009
México;-;-;Vinhos de mesa;2009
Moldávia;38.336;70.282;Vinhos de mesa;2009
Montenegro;-;-;Vinhos de mesa;2009
Noruega;-;-;Vinhos de mesa;2009
Nova Zelândia;52.265;403.597;Vinhos de mesa;2009
Paises Baixos (Holanda);-;-;Vinhos de mesa;2009
Panamá;-;-;Vinhos de mesa;2009
Peru;17.861;84.084;Vinhos de mesa;2009
Porto Rico;-;-;Vinhos de mesa;2009
Portugal;24.108.787;64.795.326;Vinhos de mesa;2009
Reino Unido;1.655;19.595;Vinhos de mesa;2009
Republica Dominicana;-;-;Vinhos de mesa;2009
Romênia;47.715;99.616;Vinhos de mesa;2009
Rússia;-;-;Vinhos de mesa;2009
San Marino;-;-;Vinhos de mesa;2009
Sérvia;-;-;Vinhos de mesa;2009
Síria;1.094;5.187;Vinhos de mesa;2009
Suíça;-;-;Vinhos de mesa;2009
Tcheca, República;4.950;12.044;Vinhos de mesa;2009
Tunísia;-;-;Vinhos de mesa;2009
Turquia;22.087;38.817;Vinhos de mesa;2009
Ucrânia;-;-;Vinhos de mesa;2009
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2009
Não consta na tabela;-;-;Vinhos de mesa;2009
Não declarados;-;-;Vinhos de mesa;2009
Outros;-;-;Vinhos de mesa;2009
Total;147.600.655;431.979.112;Vinhos de mesa;2009
Africa do Sul;9.882;64.582;Espumantes;2009
Alemanha;12.447;26.877;Espumantes;2009
Argentina;1.333.420;4.123.623;Espumantes;2009
Austrália;-;-;Espumantes;2009
Austria;-;-;Espumantes;2009
Bermudas;5;67;Espumantes;2009
Bahamas;-;-;Espumantes;2009
Bélgica;-;-;Espumantes;2009
Brasil;-;-;Espumantes;2009
Bulgaria;976;1.535;Espumantes;2009
Canada;54;1.017;Espumantes;2009
Chile;342.625;959.421;Espumantes;2009
Croácia;-;-;Espumantes;2009
Cuba;-;-;Espumantes;2009
Emirados Arabes Unidos;-;-;Espumantes;2009
Eslovênia;803;2.982;Espumantes;2009
Espanha;2.236.061;5.668.798;Espumantes;2009
Estados Unidos;181;2.053;Espumantes;2009
França;1.268.840;13.164.535;Espumantes;2009
Geórgia;915;2.325;Espumantes;2009
Grecia;92;366;Espumantes;2009
Hong Kong;-;-;Espumantes;2009
Hungria;2.090;3.828;Espumantes;2009
Indonesia;-;-;Espumantes;2009
Irlanda;-;-;Espumantes;2009
Israel;-;-;Espumantes;2009
Itália;1.169.909;3.356.633;Espumantes;2009
Luxemburgo;-;-;Espumantes;2009
Mexico;-;-;Espumantes;2009
Moldávia;2.892;3.713;Espumantes;2009
Nova Zelândia;270;3.114;Espumantes;2009
Paises Baixos;-;-;Espumantes;2009
Panama;-;-;Espumantes;2009
Peru;-;-;Espumantes;2009
Portugal;103.443;391.952;Espumantes;2009
Reino Unido;-;-;Espumantes;2009
Romenia;1.914;5.007;Espumantes;2009
Suíça;-;-;Espumantes;2009
Tunisia;-;-;Espumantes;2009
Ucrânia;1.330;1.616;Espumantes;2009
Uruguai;1.206;5.579;Espumantes;2009
Não consta na tabela;-;-;Espumantes;2009
Não declarados;-;-;Espumantes;2009
Outros;-;-;Espumantes;2009
Total;6.489.355;27.789.623;Espumantes;2009
Argélia;-;-;Uvas frescas;2009
Argentina;771.187;1.053.519;Uvas frescas;2009
Brasil;-;-;Uvas frescas;2009
Chile;6.536.258;9.640.996;Uvas frescas;2009
Colômbia;-;-;Uvas frescas;2009
Egito;27.760;53.709;Uvas frescas;2009
Espanha;-;-;Uvas frescas;2009
Estados Unidos;-;-;Uvas frescas;2009
Grécia;-;-;Uvas frescas;2009
Itália;-;-;Uvas frescas;2009
México;414.622;902.301;Uvas frescas;2009
Peru;-;-;Uvas frescas;2009
Paraguai;-;-;Uvas frescas;2009
Portugal;-;-;Uvas frescas;2009
Panamá;-;-;Uvas frescas;2009
Reino Unido;-;-;Uvas frescas;2009
Uruguai;-;-;Uvas frescas;2009
Venezuela;-;-;Uvas frescas;2009
Não consta na tabela;-;-;Uvas frescas;2009
Outros;-;-;Uvas frescas;2009
Total;7.749.827;11.650.525;Uvas frescas;2009
Afeganistão;-;-;Uvas passas;2009
África do Sul;657.826;1.266.633;Uvas passas;2009
Alemanha, República Democrática;-;-;Uvas passas;2009
Arábia Saudita;-;-;Uvas passas;2009
Argentina;20.829.418;35.659.325;Uvas passas;2009
Austrália;-;-;Uvas passas;2009
Bélgica;-;-;Uvas passas;2009
Chile;3.584.100;5.524.707;Uvas passas;2009
China;-;-;Uvas passas;2009
China Continental;-;-;Uvas passas;2009
Cingapura;-;-;Uvas passas;2009
Costa Rica;49.000;95.550;Uvas passas;2009
Emirados;-;-;Uvas passas;2009
Espanha;-;-;Uvas passas;2009
Estados Unidos;115.517;380.380;Uvas passas;2009
França;-;-;Uvas passas;2009
Grécia;-;-;Uvas passas;2009
Guiana Britânica;-;-;Uvas passas;2009
Índia;2.767.840;2.568.914;Uvas passas;2009
Irã;403.000;948.438;Uvas passas;2009
Itália;-;-;Uvas passas;2009
Japão;-;-;Uvas passas;2009
México;-;-;Uvas passas;2009
Países Baixos;-;-;Uvas passas;2009
Paraguai;-;-;Uvas passas;2009
Peru;-;-;Uvas passas;2009
Portugal;-;-;Uvas passas;2009
Reino Unido;-;-;Uvas passas;2009
Suécia;-;-;Uvas passas;2009
Turquia;1.477.000;2.602.207;Uvas passas;2009
Uruguai;-;-;Uvas passas;2009
Uzbequistão;132.000;165.492;Uvas passas;2009
Venezuela;-;-;Uvas passas;2009
Não consta na tabela;-;-;Uvas passas;2009
Outros;-;-;Uvas passas;2009
Total;30.015.701;49.211.646;Uvas passas;2009
Africa do Sul;-;-;Suco de uva;2009
Alemanha;-;-;Suco de uva;2009
Argentina;-;-;Suco de uva;2009
Austria;-;-;Suco de uva;2009
Canadá;-;-;Suco de uva;2009
Coreia do Sul, República;-;-;Suco de uva;2009
Coreia do Norte, República;-;-;Suco de uva;2009
Chile;-;-;Suco de uva;2009
China;-;-;Suco de uva;2009
Dinamarca;-;-;Suco de uva;2009
Espanha;-;-;Suco de uva;2009
Estados Unidos;29.414;16.781;Suco de uva;2009
França;-;-;Suco de uva;2009
Guiana;-;-;Suco de uva;2009
Israel;-;-;Suco de uva;2009
itália;-;-;Suco de uva;2009
Japão;-;-;Suco de uva;2009
Líbano;-;-;Suco de uva;2009
México;-;-;Suco de uva;2009
Países Baixos;-;-;Suco de uva;2009
Panamá;-;-;Suco de uva;2009
Peru;-;-;Suco de uva;2009
Portugal;-;-;Suco de uva;2009
Reino Unido;-;-;Suco de uva;2009
Taiwan;-;-;Suco de uva;2009
Turquia;-;-;Suco de uva;2009
Uruguai;-;-;Suco de uva;2009
Venezuela;-;-;Suco de uva;2009
Outros;-;-;Suco de uva;2009
Total;29.414;16.781;Suco de uva;2009
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2010
Alemanha;92.600;438.595;Vinhos de mesa;2010
Argélia;-;-;Vinhos de mesa;2010
Arábia Saudita;-;-;Vinhos de mesa;2010
Argentina;27.980.574;87.519.642;Vinhos de mesa;2010
Armênia;2.385;13.668;Vinhos de mesa;2010
Austrália;579.279;1.590.059;Vinhos de mesa;2010
Áustria;7.403;53.974;Vinhos de mesa;2010
Bermudas;1;4;Vinhos de mesa;2010
Bélgica;-;-;Vinhos de mesa;2010
Bolívia;-;-;Vinhos de mesa;2010
Bósnia-Herzegovina;-;-;Vinhos de mesa;2010
Brasil;1;5;Vinhos de mesa;2010
Bulgária;29.929;43.221;Vinhos de mesa;2010
Canada;884;11.607;Vinhos de mesa;2010
Chile;68.881.232;184.335.335;Vinhos de mesa;2010
China;-;-;Vinhos de mesa;2010
Coreia do Sul, República;-;-;Vinhos de mesa;2010
Croácia;887;35.563;Vinhos de mesa;2010
Emirados Árabes Unidos;-;-;Vinhos de mesa;2010
Eslovênia;31.509;127.726;Vinhos de mesa;2010
Eslováquia;-;-;Vinhos de mesa;2010
Espanha;6.487.047;17.187.749;Vinhos de mesa;2010
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2010
França;4.911.903;25.955.232;Vinhos de mesa;2010
Geórgia;12.506;26.983;Vinhos de mesa;2010
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2010
Grécia;45.440;148.515;Vinhos de mesa;2010
Hong Kong;-;-;Vinhos de mesa;2010
Hungria;29.260;160.168;Vinhos de mesa;2010
Indonesia;-;-;Vinhos de mesa;2010
Irlanda;-;-;Vinhos de mesa;2010
Israel;19.589;82.489;Vinhos de mesa;2010
Itália;9.622.119;33.330.465;Vinhos de mesa;2010
Japão;-;-;Vinhos de mesa;2010
Iugoslavia;-;-;Vinhos de mesa;2010
Líbano;30.149;182.548;Vinhos de mesa;2010
Luxemburgo;-;-;Vinhos de mesa;2010
Macedônia;-;-;Vinhos de mesa;2010
Marrocos;13.932;46.497;Vinhos de mesa;2010
México;-;-;Vinhos de mesa;2010
Moldávia;38.336;70.282;Vinhos de mesa;2010
Montenegro;-;-;Vinhos de mesa;2010
Noruega;-;-;Vinhos de mesa;2010
Nova Zelândia;52.265;403.597;Vinhos de mesa;2010
Paises Baixos (Holanda);-;-;Vinhos de mesa;2010
Panamá;-;-;Vinhos de mesa;2010
Peru;17.861;84.084;Vinhos de mesa;2010
Porto Rico;-;-;Vinhos de mesa;2010
Portugal;24.108.787;64.795.326;Vinhos de mesa;2010
Reino Unido;1.655;19.595;Vinhos de mesa;2010
Republica Dominicana;-;-;Vinhos de mesa;2010
Romênia;47.715;99.616;Vinhos de mesa;2010
Rússia;-;-;Vinhos de mesa;2010
San Marino;-;-;Vinhos de mesa;2010
Sérvia;-;-;Vinhos de mesa;2010
Síria;1.094;5.187;Vinhos de mesa;2010
Suíça;-;-;Vinhos de mesa;2010
Tcheca, República;4.950;12.044;Vinhos de mesa;2010
Tunísia;-;-;Vinhos de mesa;2010
Turquia;22.087;38.817;Vinhos de mesa;2010
Ucrânia;-;-;Vinhos de mesa;2010
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2010
Não consta na tabela;-;-;Vinhos de mesa;2010
Não declarados;-;-;Vinhos de mesa;2010
Outros;-;-;Vinhos de mesa;2010
Total;147.600.655;431.979.112;Vinhos de mesa;2010
Africa do Sul;9.882;64.582;Espumantes;2010
Alemanha;12.447;26.877;Espumantes;2010
Argentina;1.333.420;4.123.623;Espumantes;2010
Austrália;-;-;Espumantes;2010
Austria;-;-;Espumantes;2010
Bermudas;5;67;Espumantes;2010
Bahamas;-;-;Espumantes;2010
Bélgica;-;-;Espumantes;2010
Brasil;-;-;Espumantes;2010
Bulgaria;976;1.535;Espumantes;2010
Canada;54;1.017;Espumantes;2010
Chile;342.625;959.421;Espumantes;2010
Croácia;-;-;Espumantes;2010
Cuba;-;-;Espumantes;2010
Emirados Arabes Unidos;-;-;Espumantes;2010
Eslovênia;803;2.982;Espumantes;2010
Espanha;2.236.061;5.668.798;Espumantes;2010
Estados Unidos;181;2.053;Espumantes;2010
França;1.268.840;13.164.535;Espumantes;2010
Geórgia;915;2.325;Espumantes;2010
Grecia;92;366;Espumantes;2010
Hong Kong;-;-;Espumantes;2010
Hungria;2.090;3.828;Espumantes;2010
Indonesia;-;-;Espumantes;2010
Irlanda;-;-;Espumantes;2010
Israel;-;-;Espumantes;2010
Itália;1.169.909;3.356.633;Espumantes;2010
Luxemburgo;-;-;Espumantes;2010
Mexico;-;-;Espumantes;2010
Moldávia;2.892;3.713;Espumantes;2010
Nova Zelândia;270;3.114;Espumantes;2010
Paises Baixos;-;-;Espumantes;2010
Panama;-;-;Espumantes;2010
Peru;-;-;Espumantes;2010
Portugal;103.443;391.952;Espumantes;2010
Reino Unido;-;-;Espumantes;2010
Romenia;1.914;5.007;Espumantes;2010
Suíça;-;-;Espumantes;2010
Tunisia;-;-;Espumantes;2010
Ucrânia;1.330;1.616;Espumantes;2010
Uruguai;1.206;5.579;Espumantes;2010
Não consta na tabela;-;-;Espumantes;2010
Não declarados;-;-;Espumantes;2010
Outros;-;-;Espumantes;2010
Total;6.489.355;27.789.623;Espumantes;2010
Argélia;-;-;Uvas frescas;2010
Argentina;771.187;1.053.519;Uvas frescas;2010
Brasil;-;-;Uvas frescas;2010
Chile;6.536.258;9.640.996;Uvas frescas;2010
Colômbia;-;-;Uvas frescas;2010
Egito;27.760;53.709;Uvas frescas;2010
Espanha;-;-;Uvas frescas;2010
Estados Unidos;-;-;Uvas frescas;2010
Grécia;-;-;Uvas frescas;2010
Itália;-;-;Uvas frescas;2010
México;414.622;902.301;Uvas frescas;2010
Peru;-;-;Uvas frescas;2010
Paraguai;-;-;Uvas frescas;2010
Portugal;-;-;Uvas frescas;2010
Panamá;-;-;Uvas frescas;2010
Reino Unido;-;-;Uvas frescas;2010
Uruguai;-;-;Uvas frescas;2010
Venezuela;-;-;Uvas frescas;2010
Não consta na tabela;-;-;Uvas frescas;2010
Outros;-;-;Uvas frescas;2010
Total;7.749.827;11.650.525;Uvas frescas;2010
Afeganistão;-;-;Uvas passas;2010
África do Sul;657.826;1.266.633;Uvas passas;2010
Alemanha, República Democrática;-;-;Uvas passas;2010
Arábia Saudita;-;-;Uvas passas;2010
Argentina;20.829.418;35.659.325;Uvas passas;2010
Austrália;-;-;Uvas passas;2010
Bélgica;-;-;Uvas passas;2010
Chile;3.584.100;5.524.707;Uvas passas;2010
China;-;-;Uvas passas;2010
China Continental;-;-;Uvas passas;2010
Cingapura;-;-;Uvas passas;2010
Costa Rica;49.000;95.550;Uvas passas;2010
Emirados;-;-;Uvas passas;2010
Espanha;-;-;Uvas passas;2010
Estados Unidos;115.517;380.380;Uvas passas;2010
França;-;-;Uvas passas;2010
Grécia;-;-;Uvas passas;2010
Guiana Britânica;-;-;Uvas passas;2010
Índia;2.767.840;2.568.914;Uvas passas;2010
Irã;403.000;948.438;Uvas passas;2010
Itália;-;-;Uvas passas;2010
Japão;-;-;Uvas passas;2010
México;-;-;Uvas passas;2010
Países Baixos;-;-;Uvas passas;2010
Paraguai;-;-;Uvas passas;2010
Peru;-;-;Uvas passas;2010
Portugal;-;-;Uvas passas;2010
Reino Unido;-;-;Uvas passas;2010
Suécia;-;-;Uvas passas;2010
Turquia;1.477.000;2.602.207;Uvas passas;2010
Uruguai;-;-;Uvas passas;2010
Uzbequistão;132.000;165.492;Uvas passas;2010
Venezuela;-;-;Uvas passas;2010
Não consta na tabela;-;-;Uvas passas;2010
Outros;-;-;Uvas passas;2010
Total;30.015.701;49.211.646;Uvas passas;2010
Africa do Sul;-;-;Suco de uva;2010
Alemanha;-;-;Suco de uva;2010
Argentina;-;-;Suco de uva;2010
Austria;-;-;Suco de uva;2010
Canadá;-;-;Suco de uva;2010
Coreia do Sul, República;-;-;Suco de uva;2010
Coreia do Norte, República;-;-;Suco de uva;2010
Chile;-;-;Suco de uva;2010
China;-;-;Suco de uva;2010
Dinamarca;-;-;Suco de uva;2010
Espanha;-;-;Suco de uva;2010
Estados Unidos;29.414;16.781;Suco de uva;2010
França;-;-;Suco de uva;2010
Guiana;-;-;Suco de uva;2010
Israel;-;-;Suco de uva;2010
itália;-;-;Suco de uva;2010
Japão;-;-;Suco de uva;2010
Líbano;-;-;Suco de uva;2010
México;-;-;Suco de uva;2010
Países Baixos;-;-;Suco de uva;2010
Panamá;-;-;Suco de uva;2010
Peru;-;-;Suco de uva;2010
Portugal;-;-;Suco de uva;2010
Reino Unido;-;-;Suco de uva;2010
Taiwan;-;-;Suco de uva;2010
Turquia;-;-;Suco de uva;2010
Uruguai;-;-;Suco de uva;2010
Venezuela;-;-;Suco de uva;2010
Outros;-;-;Suco de uva;2010
Total;29.414;16.781;Suco de uva;2010
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2011
Alemanha;92.600;438.595;Vinhos de mesa;2011
Argélia;-;-;Vinhos de mesa;2011
Arábia Saudita;-;-;Vinhos de mesa;2011
Argentina;27.980.574;87.519.642;Vinhos de mesa;2011
Armênia;2.385;13.668;Vinhos de mesa;2011
Austrália;579.279;1.590.059;Vinhos de mesa;2011
Áustria;7.403;53.974;Vinhos de mesa;2011
Bermudas;1;4;Vinhos de mesa;2011
Bélgica;-;-;Vinhos de mesa;2011
Bolívia;-;-;Vinhos de mesa;2011
Bósnia-Herzegovina;-;-;Vinhos de mesa;2011
Brasil;1;5;Vinhos de mesa;2011
Bulgária;29.929;43.221;Vinhos de mesa;2011
Canada;884;11.607;Vinhos de mesa;2011
Chile;68.881.232;184.335.335;Vinhos de mesa;2011
China;-;-;Vinhos de mesa;2011
Coreia do Sul, República;-;-;Vinhos de mesa;2011
Croácia;887;35.563;Vinhos de mesa;2011
Emirados Árabes Unidos;-;-;Vinhos de mesa;2011
Eslovênia;31.509;127.726;Vinhos de mesa;2011
